employee_id;employee_name;designation;salary;retirement;other_benefits;total_benefits;total_compensation
32582;Ryan Williams;EMT/Paramedic/Firefighter;134651.79;27011.16;3151.72;45894.32;231349.69
32638;Jackson Jenkins;EMT/Paramedic/Firefighter;87494.84;17576.26;1561.35;31994.56;126802.67
32879;Daniel Smith;EMT/Paramedic/Firefighter;126257.55;26439.84;2408.78;42355.72;184108.68
33432;Amanda Evans;EMT/Paramedic/Firefighter;78106.97;14591.96;1365.03;27434.43;109430.47
33904;Stephen Flores;EMT/Paramedic/Firefighter;4118.25;861.1;75.22;1390.85;5903.86
34095;Sydney Evans;EMT/Paramedic/Firefighter;135144.25;27069.63;3505.43;46364.03;279394.2
34189;Dawn Vasquez;EMT/Paramedic/Firefighter;113865.81;22405.49;2160.76;37133.61;161182.17
34409;Stephanie Jones;EMT/Paramedic/Firefighter;114324.82;23890.1;1300.92;37809.04;164316.58
34917;Tony Kim;EMT/Paramedic/Firefighter;111520.59;22790.51;2008.64;37107.66;171661.43
35098;Erica Terrell;EMT/Paramedic/Firefighter;133915.67;29064.06;4032.64;48742.13;292384.44
35292;Robert Ware;EMT/Paramedic/Firefighter;116215.39;23262.49;2173.27;38262.45;165221.12
35296;Jacob Mcconnell;EMT/Paramedic/Firefighter;135144.28;28838.62;3027.29;47654.88;233758.42
35405;Carrie Sweeney;EMT/Paramedic/Firefighter;69685.27;13883.92;1856.37;23881.65;137852.04
35772;Richard Woods;EMT/Paramedic/Firefighter;116251.7;22966.28;2131.02;37927.99;182170.08
35879;Jennifer Lee;EMT/Paramedic/Firefighter;134469.51;26947.16;3642.43;45852.26;269471.56
3597;Donna Lopez;EMT/Paramedic/Firefighter;73944.93;14625.23;1617.06;29124.65;126248.45
35988;Nicole Henderson MD;EMT/Paramedic/Firefighter;71602.26;14588.89;1351.7;28572.18;110591.19
36064;Zachary Huynh;EMT/Paramedic/Firefighter;87586.4;16545.41;1651.04;31066.86;128246.96
3634;Emily Spence;EMT/Paramedic/Firefighter;74643;16119.09;1583.95;30621.28;128904.42
36393;William Crawford;EMT/Paramedic/Firefighter;135125.82;27066.17;3056.06;45909.04;222622.33
36437;George Martinez;EMT/Paramedic/Firefighter;107993.56;22729.17;2450.43;37098.84;180886.99
3665;Paige Dixon;EMT/Paramedic/Firefighter;111617.6;22310.7;2177.9;36807.83;166125.78
36956;Krista Lopez;EMT/Paramedic/Firefighter;86037.2;18561.74;1875.87;32873.4;145532.08
37064;Heather Hardy;EMT/Paramedic/Firefighter;81951.08;15243.88;1373.1;28659.31;116354.23
37106;Joseph Delgado;EMT/Paramedic/Firefighter;130990.64;27634.07;2579.36;45517.12;197303.8
37267;Heidi Cochran;EMT/Paramedic/Firefighter;115986.73;21595.23;2750.73;37147.4;199014.97
37470;Karen Pugh;EMT/Paramedic/Firefighter;112434.73;21113.14;2305.59;35828.14;165700.88
37605;Mindy Howe DDS;EMT/Paramedic/Firefighter;74534.2;15802.07;1657.18;30377.49;123323.48
37731;Lori Smith;EMT/Paramedic/Firefighter;133915.66;28484.76;3051.63;47181.82;233117.49
3776;Edwin Green;EMT/Paramedic/Firefighter;133915.71;28484.77;3651.59;47781.79;269092.28
38016;Cody Reynolds;EMT/Paramedic/Firefighter;133915.65;26838.99;2552.03;45036.45;201583.66
38081;Kevin Walker;EMT/Paramedic/Firefighter;135144.28;28783.32;4974.14;49546.43;335962.66
38083;Felicia Raymond;EMT/Paramedic/Firefighter;109724.31;21225.04;2370.73;35706.03;173839.17
38263;Nicole Anderson;EMT/Paramedic/Firefighter;135144.3;28729.53;469.18;44987.67;232838.18
38994;Michelle Williams;EMT/Paramedic/Firefighter;74198.85;16130.32;1447.86;30424.66;117392.08
39040;Jessica Rodriguez;EMT/Paramedic/Firefighter;51091;10473.96;1055.79;20620.37;84038.25
39080;Kelly Turner;EMT/Paramedic/Firefighter;74106.57;14686.59;1423.77;26999.97;110897.84
39178;Evan Ward;EMT/Paramedic/Firefighter;117045.06;24150.3;2306.52;39375.06;175112.88
3929;Javier Brown;EMT/Paramedic/Firefighter;135071.06;28714.94;3482.87;47978.23;253032.5
39483;Albert Hensley;EMT/Paramedic/Firefighter;32268;6825.72;1211.46;13778.62;49043.99
39596;Megan Salinas;EMT/Paramedic/Firefighter;58956;12548.69;1096.04;20151.7;84655.06
39896;Heather Hill;EMT/Paramedic/Firefighter;135144.24;28617.61;3110.85;47517.43;233652.7
40205;Katherine Jones;EMT/Paramedic/Firefighter;135144.18;27882.97;3813.77;47485.71;274855.05
40228;Michael Lopez;EMT/Paramedic/Firefighter;133951.5;26887.27;3532.2;46017.06;258165.9
40292;Christopher Richmond;EMT/Paramedic/Firefighter;117045.01;21834.9;2196.15;36949.29;167281.13
40659;Ashley Schultz;EMT/Paramedic/Firefighter;70674.94;14163.24;1302.31;27881.47;113038.91
41070;Anita Ramsey;EMT/Paramedic/Firefighter;87205.86;18374.09;1708.39;32896.96;133450.49
41460;Amanda Benson;EMT/Paramedic/Firefighter;61764.75;12936.16;1209.47;23236.25;95878.25
42022;Dana Pace;EMT/Paramedic/Firefighter;133915.67;26838.99;2356.46;44840.88;189884.47
42736;Laura Johnson;EMT/Paramedic/Firefighter;135658.68;28573.5;3338.33;47667.25;259067.73
42869;John Riley;EMT/Paramedic/Firefighter;98286.72;20610.78;3427.32;35520.98;237958.59
42887;Don Smith;EMT/Paramedic/Firefighter;117045;22297.77;2181.83;37397.84;166513.38
42899;Cynthia Waller;EMT/Paramedic/Firefighter;74697.4;15653.42;1674.51;30246.18;130818.06
4296;Annette Roy;EMT/Paramedic/Firefighter;84218.49;16645.74;1528.64;30549.88;130039.13
43523;Jodi Briggs;EMT/Paramedic/Firefighter;59053.7;12323.6;1131.58;19392.78;86080.59
43646;Jose Montgomery;EMT/Paramedic/Firefighter;74643;16266.43;1430.88;30615.55;116652.92
44390;Michael Valentine;EMT/Paramedic/Firefighter;134622;26996.25;433.34;40347.83;216827.3
44816;Karen Brooks;EMT/Paramedic/Firefighter;135144.24;27864.77;3120.7;46774.44;230404.69
44952;Annette Johnson;EMT/Paramedic/Firefighter;69434.2;14688.85;1496.68;26388.55;111027.51
45001;Jonathan Adams;EMT/Paramedic/Firefighter;134939.48;28720.02;2782.55;47267.61;211093.94
45101;Michael Rodriguez;EMT/Paramedic/Firefighter;117045;23197.44;2355.07;38470.75;177064.34
45170;Mary Lane;EMT/Paramedic/Firefighter;135144.2;27069.63;3003.44;45862.04;223681.19
45670;Cameron Oliver;EMT/Paramedic/Firefighter;133915.65;27634.13;3256.41;46535.97;239068.87
45851;Gregory Kaufman;EMT/Paramedic/Firefighter;135144.18;27187.29;3027.55;46003.81;230522.93
4588;Jason Lamb;EMT/Paramedic/Firefighter;133915.61;26841.86;3627.39;46114.68;265918.92
45971;Ashley Jones;EMT/Paramedic/Firefighter;117045.01;23464.38;1832.24;38214.86;165067.09
46107;Kayla Garcia;EMT/Paramedic/Firefighter;74439;14950.82;1405.54;29274.6;113701.64
46212;Dr. Sara Miller;EMT/Paramedic/Firefighter;52020;10104.87;984.56;11089.43;69004.7
46246;Veronica Torres;EMT/Paramedic/Firefighter;130592.84;27753.05;2578.7;45588.98;203705.17
46315;David Wheeler;EMT/Paramedic/Firefighter;133915.65;28174.81;1526.86;45347.1;200536.7
46379;Gary Gutierrez;EMT/Paramedic/Firefighter;92963;17922.84;1968.03;32806.54;150925.26
46450;Miranda Fletcher;EMT/Paramedic/Firefighter;72120.4;14512.43;960.37;26071.8;106051.2
46504;Amy Phillips;EMT/Paramedic/Firefighter;32268;7032.12;1262.86;14036.42;50441.07
46518;Melissa Evans;EMT/Paramedic/Firefighter;59187.03;11648.36;1555.72;19806.74;113432.44
46532;James Valencia;EMT/Paramedic/Firefighter;133915.68;28410.83;3379.37;47435.63;249365.67
46608;Michael Barnes;EMT/Paramedic/Firefighter;116388.82;23043.01;2159.25;38048.08;168206.42
46624;Ernest Elliott;EMT/Paramedic/Firefighter;123328.84;26044.98;2169.58;41790.61;182874.77
46651;Kiara Hawkins;EMT/Paramedic/Firefighter;133298.3;27566.62;2732.37;45872.3;209743.98
47249;Antonio Jordan;EMT/Paramedic/Firefighter;74730.19;15720.44;1622.16;30253.37;125734.77
47861;Kimberly Perkins;EMT/Paramedic/Firefighter;112872.05;22257.72;2418.17;37133.56;179438.85
48134;Rachel Tucker;EMT/Paramedic/Firefighter;117045;23552.26;2230.54;38701.04;176337.56
4826;James Patterson;EMT/Paramedic/Firefighter;74499.6;15250.14;1376.05;29543.25;112200.38
48389;Sharon Rivers;EMT/Paramedic/Firefighter;133915.64;28247.22;3132.28;47024.93;231483.42
48593;Katie Carlson;EMT/Paramedic/Firefighter;74711.01;15633.85;1590.03;30142.13;122099.4
48608;Ruth Johnson;EMT/Paramedic/Firefighter;132687.09;27461.07;2708.43;45671.39;211418.87
48624;Norma Cisneros;EMT/Paramedic/Firefighter;109776.86;23246.01;2156.46;37518.53;171155.43
48680;Sabrina Wilkerson;EMT/Paramedic/Firefighter;135144.25;28748.52;4338.17;48875.67;305268.05
48902;Charles Mcguire;EMT/Paramedic/Firefighter;133915.65;28507.52;3947.47;48100.42;283448.17
48917;Allison Dominguez;EMT/Paramedic/Firefighter;135144.24;28740.9;3447.44;47977.31;253859.52
49001;Zachary Salazar;EMT/Paramedic/Firefighter;74738.2;16334.12;1455.86;30708.22;118156.17
49072;Luis Briggs;EMT/Paramedic/Firefighter;111056.75;21014.97;2158.73;35431.02;162475.46
4924;Susan Walls;EMT/Paramedic/Firefighter;100638.66;21212.84;2040.86;34361.18;154471.35
49376;Timothy Ford;EMT/Paramedic/Firefighter;133915.71;28484.76;3791.7;47921.89;271023.26
49402;Martin Randolph;EMT/Paramedic/Firefighter;135144.25;28729.54;3037.69;47556.2;229387.64
49452;Jordan Johnson;EMT/Paramedic/Firefighter;125192.74;26907.42;371.02;41904.76;190374.52
49473;Valerie Weiss;EMT/Paramedic/Firefighter;133915.65;28452.5;2930.8;47028.73;228288.88
49511;William Howard;EMT/Paramedic/Firefighter;80346.46;16064.57;1433.15;29651.04;115735.48
49576;Nathan Morrison;EMT/Paramedic/Firefighter;135144.26;28755.44;2932.98;47477.39;229649.43
49777;Ashley Ward;EMT/Paramedic/Firefighter;74779;16133.31;1633.76;30685.32;128811.62
498;John Mcdonald;EMT/Paramedic/Firefighter;149259.08;31904.67;3690.38;49302.74;267530.34
49838;Jamie Cook;EMT/Paramedic/Firefighter;96325.87;19176.28;1831.89;31639.65;142541.59
50354;Hailey Salas;EMT/Paramedic/Firefighter;85525.55;17911.26;1549.61;32375.23;129109.7
51028;Dylan Wolf;EMT/Paramedic/Firefighter;135144.29;28729.53;3100.16;47618.66;231127.14
51138;Jessica Parker;EMT/Paramedic/Firefighter;87912;18109.85;1687.63;32715.72;132507.52
51253;Linda Brooks;EMT/Paramedic/Firefighter;135144.22;28729.53;2613.88;47132.38;203076.51
51371;Kristen Taylor;EMT/Paramedic/Firefighter;135144.31;28751.65;3298.75;47839.37;248311.94
51377;Carmen Rodriguez;EMT/Paramedic/Firefighter;90545.73;18619.91;1870.45;33396.52;145851.83
51454;Crystal Sawyer;EMT/Paramedic/Firefighter;112710;22537.74;2011.55;36989.08;156461.68
51509;Allen Rosales;EMT/Paramedic/Firefighter;132687.12;28203.89;2622.79;46328.57;197554.99
51959;Robert Ruiz;EMT/Paramedic/Firefighter;134811.5;28509.24;2836.53;45795.07;219077.67
52038;Tammy Fernandez;EMT/Paramedic/Firefighter;97657.9;19569.83;1691.13;31984.96;140481.42
52119;Wendy Huerta;EMT/Paramedic/Firefighter;32268;6825.72;1338.91;13906.07;54840.32
52188;Veronica Carlson;EMT/Paramedic/Firefighter;115638.33;23130.14;2186.76;38021.04;169428.91
52231;Madeline Warner;EMT/Paramedic/Firefighter;135144.27;27970.48;4646.38;48405.83;324866.1
52253;Sandy Burke;EMT/Paramedic/Firefighter;51091;9889.56;997;19977.18;80296.43
52405;Jeremy Miller;EMT/Paramedic/Firefighter;113179.26;23637.66;2324.09;38453.34;180311.16
52509;Stephanie Ryan;EMT/Paramedic/Firefighter;134138.89;28091.51;2489.06;44025.12;194229.06
52561;Michael Skinner;EMT/Paramedic/Firefighter;74670.2;15246.55;1466.95;29631.74;117745.21
52575;Joel Watts;EMT/Paramedic/Firefighter;74697.4;15279.96;1603.46;29801.66;126104.27
52681;John Carr;EMT/Paramedic/Firefighter;135144.22;28619.57;3588.95;47997.49;265540.23
53274;Sharon Archer;EMT/Paramedic/Firefighter;113742.29;21245.2;2087.6;35886.52;158686.24
53307;James Taylor;EMT/Paramedic/Firefighter;135144.28;28770.39;3787.4;48346.76;277563.42
53900;James Lewis;EMT/Paramedic/Firefighter;7916.25;1884.1;183.93;2941.75;14162.82
54155;Joshua Williams;EMT/Paramedic/Firefighter;114391.45;21498.57;1896.04;36019.99;153979.8
54327;Dean West;EMT/Paramedic/Firefighter;133915.68;27707.07;2559.04;45911.54;202871.45
54460;Albert Hernandez;EMT/Paramedic/Firefighter;116868.89;23489.72;2255.81;38644.34;177767.01
5456;Robert Diaz;EMT/Paramedic/Firefighter;135144.26;27934.4;3784.22;47507.59;273226.11
54583;Laura Farrell;EMT/Paramedic/Firefighter;133915.67;28490.19;3855.37;47991;275923.57
54622;Caitlin Hurst;EMT/Paramedic/Firefighter;112328;22368.05;2468.82;37234.5;190008.28
54841;Dr. Jordan Gonzalez;EMT/Paramedic/Firefighter;135144.24;27106.04;2467.72;45362.73;190582.89
54942;Vincent Harris;EMT/Paramedic/Firefighter;115143.02;23156.71;2128.85;37993.89;174048.05
55092;Allen Jones;EMT/Paramedic/Firefighter;116093.47;24363.19;2481.23;39657.65;188756.04
55107;Shirley Brady;EMT/Paramedic/Firefighter;108757.02;21607.07;2186.01;35796.59;165532.06
55159;Mr. Adam Johnson;EMT/Paramedic/Firefighter;117045.01;23124.59;2244.14;38286.97;173258.94
55261;Sara Smith;EMT/Paramedic/Firefighter;133915.63;27634.12;2699.28;45978.83;207904.1
55610;Dale Chen;EMT/Paramedic/Firefighter;128120.86;27345.43;3315.07;45628.92;241659.42
55611;Casey Foster;EMT/Paramedic/Firefighter;111517.89;21444.66;2497.94;36250.82;185553.97
55668;Courtney Warren;EMT/Paramedic/Firefighter;121753.19;25809.3;2913.31;42458;222663.44
55685;Patrick Brewer;EMT/Paramedic/Firefighter;109049.14;21747.87;2034.71;36151.08;161490.96
56267;Robert Gonzalez;EMT/Paramedic/Firefighter;135144.25;28767.01;3465.5;48021.48;258303.08
56409;Todd Nelson;EMT/Paramedic/Firefighter;114426.73;22318.86;2555.14;37503.26;189491.27
56473;Nathan Clark;EMT/Paramedic/Firefighter;74643;16301.03;1550.31;30769.58;127033.36
56497;Brian Johnson;EMT/Paramedic/Firefighter;114076.08;23696.13;3285.4;40309.09;239305.39
56535;Bonnie Tucker;EMT/Paramedic/Firefighter;135144.27;28765.61;4518.21;49072.79;321278.43
56861;Colin Hall;EMT/Paramedic/Firefighter;130911.8;27611.45;2799.69;45705.63;211067.27
5856;Gary Blankenship;EMT/Paramedic/Firefighter;111775.82;21598.05;2688.81;36968.21;201569.86
5906;Lynn Thomas;EMT/Paramedic/Firefighter;154575.09;30997.59;2729.05;46644.88;216980.21
5966;Brenda Roberts;EMT/Paramedic/Firefighter;87912;17595.02;1683.59;32196.86;135953.16
6030;Christopher Flores;EMT/Paramedic/Firefighter;135144.27;28749.82;3209.35;47748.13;237679.88
6042;Brandy Fox;EMT/Paramedic/Firefighter;50231.94;10659.4;959.62;19000.36;76035.96
6054;Katie Perry;EMT/Paramedic/Firefighter;133915.63;27656.76;2625.41;45927.6;201509.77
6111;Andrew Villanueva;EMT/Paramedic/Firefighter;117017.92;23040.4;2333.23;38288.89;178681.7
6381;Rodney Black;EMT/Paramedic/Firefighter;130352.79;27574.5;2818.59;45622.26;217849.69
6452;Frederick Wallace;EMT/Paramedic/Firefighter;133915.67;28516.89;3846.44;48008.76;274330.02
6489;John Wilcox;EMT/Paramedic/Firefighter;90369.76;19176.3;1666.38;33760.92;134953.46
6625;Michele Wheeler;EMT/Paramedic/Firefighter;105537.22;21040.21;1933.57;34621.91;148421.33
7005;Erin Nelson MD;EMT/Paramedic/Firefighter;134753.17;28651.63;3564.38;47813.6;271684.41
7583;Adrian Ramos;EMT/Paramedic/Firefighter;135144.25;28729.53;422.51;44941.01;219037.97
7664;Ellen Baker;EMT/Paramedic/Firefighter;87768.75;18655.94;1961.23;33514.37;145825.78
7837;Karla Jackson;EMT/Paramedic/Firefighter;116494.45;22646.34;2175.6;37679.42;172083.9
7897;James Chung;EMT/Paramedic/Firefighter;85439.07;17194.36;1549.37;31298.59;124358.88
8013;Matthew Burke;EMT/Paramedic/Firefighter;116803.34;22460.65;2235.21;37587.44;170216.45
8114;Rhonda Parrish;EMT/Paramedic/Firefighter;112311.71;21880.32;1697.31;35973.46;155552.91
8161;Mark Flores;EMT/Paramedic/Firefighter;112612.68;22509.94;2118.26;37406.02;162069.85
8184;Nichole Austin;EMT/Paramedic/Firefighter;128178.19;27052.76;3823.25;45851.12;270808.55
82;Tracy Lam;EMT/Paramedic/Firefighter;82115.61;16250.22;1495.03;29850.48;117853.22
8201;Miss Melissa Nichols;EMT/Paramedic/Firefighter;112710;23517.27;2271.25;38228.32;174974.72
8417;James Brown;EMT/Paramedic/Firefighter;113885;23334.23;2356.34;38608.81;177277.4
8477;Melissa Johnson;EMT/Paramedic/Firefighter;135144.26;28729.53;3692.55;48211.04;268563.71
8486;Dr. John Moreno;EMT/Paramedic/Firefighter;87912;18443.22;1732.41;33093.87;140287.9
8598;Ethan Powell;EMT/Paramedic/Firefighter;70658.72;14886.87;1334.96;28581.18;108771.63
9631;Michelle Reynolds;EMT/Paramedic/Firefighter;29847.9;6309.76;1197.48;12818.07;45240.56
9680;Judy Johnson;EMT/Paramedic/Firefighter;74629.4;15347.13;1442.49;29707.86;116441.7
9859;Mary Watson;EMT/Paramedic/Firefighter;135144.26;28765.61;3413.94;47968.52;255216.98
9922;Tamara Robinson;EMT/Paramedic/Firefighter;117741.36;23406.3;2235.34;39397.42;171094.61
9949;Kevin Nelson;EMT/Paramedic/Firefighter;74711;15231.11;1426.14;29575.49;115238.87
9997;Kelly Lester;EMT/Paramedic/Firefighter;135144.23;28616.41;2532.87;46938.25;202358.7
12863;Christopher Thompson;Insp, Fire Dept;98268.02;19305.05;2080.53;30476.2;152915.58
13070;Michelle Cobb;Insp, Fire Dept;105100.02;20532.55;2455.16;32078.33;173808.79
14298;Denise Martinez;Insp, Fire Dept;118956;24126.65;3116.88;38247.96;229866.65
22621;Samuel Abbott;Insp, Fire Dept;107540;20956.03;2162.89;32209.54;159251.07
23340;Christopher Rivers;Insp, Fire Dept;139644;28003.46;2630.78;43552.48;204732.67
25196;Morgan Cox;Insp, Fire Dept;139644;28003.46;2595.83;43517.53;202641.86
26523;Brittany Hogan;Insp, Fire Dept;107540;20990.7;2750.79;32832.11;196058.84
27877;Nicholas Tate;Insp, Fire Dept;107540;21636.73;453.32;31180.67;214983.5
28651;Beverly Haas;Insp, Fire Dept;139644;28003.46;2612.96;43534.66;198444.45
2935;Philip Campbell;Insp, Fire Dept;139644.05;28003.46;2763.5;43685.2;212795.57
31345;Katherine Moore;Insp, Fire Dept;118956;24119.78;2414.77;37538.98;181155.75
33221;James West;Insp, Fire Dept;142084;28529.01;2608.46;44055.71;198084.01
33982;Cody Aguilar;Insp, Fire Dept;118956;24574.89;2318.2;37897.52;176922.83
34080;Philip Nguyen;Insp, Fire Dept;118956.08;24764.07;2262.47;38030.97;171168.03
35437;Nina Rodriguez;Insp, Fire Dept;139644;28132.66;3012.83;44063.73;220765.75
38715;John Johnson;Insp, Fire Dept;139644.01;28385.29;2659.4;43962.93;200457.95
41905;Sarah Smith;Insp, Fire Dept;139644.01;28826.44;2786.94;44531.62;214424.08
44850;Johnny Petersen;Insp, Fire Dept;139644;28003.46;2530.01;43451.71;198704.16
45054;Brian Graham;Insp, Fire Dept;28300;5312.65;496.6;8201.51;38649.48
50717;Stephanie Cline;Insp, Fire Dept;139644;28118.32;2721.36;43757.92;204526.93
50750;Roy Mcclure;Insp, Fire Dept;139644.08;29060.24;515.45;42493.93;252318.92
51460;Jennifer Payne;Insp, Fire Dept;139644;28003.46;2787.98;43709.68;207768.1
53298;Katrina Chapman;Insp, Fire Dept;118956;24676.15;2868.12;38548.7;210566.14
54182;Shawn Obrien;Insp, Fire Dept;139644;28003.46;2570.67;43492.37;196136.66
54516;Eric Blevins;Insp, Fire Dept;87924.01;18897.35;242.22;27273.28;139521.84
5892;Kathleen Yu;Insp, Fire Dept;118956;24119.78;2693.05;37817.26;195742.84
7542;Heather Crawford;Insp, Fire Dept;115542.53;22688.51;2279.12;34058.25;169357.48
78;Gabriel Benson;Insp, Fire Dept;139644;28721.03;447.64;42086.91;221723.44
9137;Terry Johnston;Insp, Fire Dept;118956;24119.78;2786.17;37910.38;209769.46
18547;Christine Mullins;Invstgtor,Fire Dept;99830.17;21479.39;2177.79;34661.61;166217.2
22589;Dustin Edwards;Invstgtor,Fire Dept;138911.11;27840.08;2655.52;46141.03;208776.16
24446;Brandon Hanson;Invstgtor,Fire Dept;107540.04;20892.72;2156.85;32140.18;158356.83
36170;Jason Weber;Invstgtor,Fire Dept;130402.81;27335.41;2583.61;44129.08;196164.23
14298;Jessica White;Incident Support Specialist;20688;3883.68;469.62;6267.11;34881.18
27233;Allen Patel;Incident Support Specialist;127392.1;27972.99;666.84;44428.8;317593.45
35345;Susan Snyder;Incident Support Specialist;127392.1;28053.7;3427.7;47270.36;249257.51
44937;Ashley Turner;Incident Support Specialist;126233.99;26850.9;4420.38;46916.71;313367.32
53298;Dustin Sims;Incident Support Specialist;20688;3971.3;395.82;6280.93;29671.31
10188;William Roberts;Lieutenant, Fire Suppression;135902.99;28890.87;3847.29;48527.13;274897.94
10505;Kathy Harris;Lieutenant, Fire Suppression;135902.95;29045.33;3578.18;48412.48;265459.76
10636;Teresa Bryan;Lieutenant, Fire Suppression;134667.54;28870.64;3515.55;48031.62;254976.06
10874;Peter Hunt;Lieutenant, Fire Suppression;143905.1;28982.88;4009.27;47919.9;283819.54
10893;Dale Pittman;Lieutenant, Fire Suppression;135902.96;29843.86;3711.6;49344.43;274308.89
10902;Donald Tran;Lieutenant, Fire Suppression;143060.63;30525.63;3433.72;48695.72;253756.72
10980;Mary Pratt;Lieutenant, Fire Suppression;11119.34;2541.88;242.25;4075.96;18525.05
11331;Ricardo Stone;Lieutenant, Fire Suppression;127369.86;25561.28;3094.74;43453.64;225557.17
11593;Karen Walter;Lieutenant, Fire Suppression;135902.95;28162.4;3323.91;47275.28;247243.63
11999;Ryan Delgado;Lieutenant, Fire Suppression;135902.93;27254.46;3030.29;46073.72;218145.87
12126;Patricia Moran;Lieutenant, Fire Suppression;135902.96;28777.06;3822.07;48388.1;267035.77
12550;Zachary Knox;Lieutenant, Fire Suppression;9883.84;2259.44;206.89;3614.62;16220.1
12569;Vincent Mclaughlin;Lieutenant, Fire Suppression;130896.7;26239.88;2730.86;44178.09;211245.21
12675;Keith Robertson;Lieutenant, Fire Suppression;135902.98;30198.16;3933.8;49920.93;284602.98
12744;Maureen Davis;Lieutenant, Fire Suppression;135902.95;28967.17;2560;47316.14;204333
12908;Rachel Wolfe;Lieutenant, Fire Suppression;135902.94;27255.76;3123.65;46168.38;230059.59
13228;Wendy Sanders;Lieutenant, Fire Suppression;134831.21;27895.99;3856.74;46824.02;274141.31
1327;Amy Moore;Lieutenant, Fire Suppression;53671.73;10075.59;1028.7;16225.83;73738.67
1369;David Gonzalez;Lieutenant, Fire Suppression;44123.2;8595.66;pa?.98;12817.03;61352.55
14036;Diana Warren;Lieutenant, Fire Suppression;135670.27;28842.41;2797.16;47380.69;213215.08
14571;Matthew Woodward DVM;Lieutenant, Fire Suppression;135902.91;29859.05;3195.99;48844.01;242049.55
1458;Cynthia Sanchez;Lieutenant, Fire Suppression;133689.39;30778.91;3612.28;49922.98;266105.22
14654;Nicholas Wang DVM;Lieutenant, Fire Suppression;135903.01;30226.81;3212.59;49228.37;244632.27
14938;Claire Alexander;Lieutenant, Fire Suppression;135902.93;28569.59;2847.43;47205.99;214762.15
14995;Jose Hill;Lieutenant, Fire Suppression;149135.83;31653.96;3261.27;48790.38;247058.23
15455;Nancy Newton;Lieutenant, Fire Suppression;135902.93;29602.99;3613.75;49005.71;268007.47
16134;Christopher Smith;Lieutenant, Fire Suppression;134667.44;28551.89;2709.04;46906.36;206408.52
16261;Sherry Phillips;Lieutenant, Fire Suppression;154575;31675.56;2736.51;47330.33;214729.33
16344;Pamela Hall;Lieutenant, Fire Suppression;135902.94;29628.97;4057.51;49475.45;279641.31
16523;Jennifer Morris;Lieutenant, Fire Suppression;135902.93;27781.97;3555.98;47126.92;257448.15
17682;Angela Lane;Lieutenant, Fire Suppression;134920.74;27037.2;2430.25;44538.74;187554.81
17691;Renee Fox;Lieutenant, Fire Suppression;135902.95;28890.82;3092.24;47772.03;233486.08
17753;Lisa Williams;Lieutenant, Fire Suppression;134667.5;28644.7;2992.97;47283.1;223400.06
17866;Scott Miller;Lieutenant, Fire Suppression;137246.59;29295.13;3049.6;48133.7;238921.09
18829;Michelle Wagner;Lieutenant, Fire Suppression;135902.98;28100.31;3749.45;47638.73;271338.74
19313;Donald Clark;Lieutenant, Fire Suppression;130930.64;27617.8;2322.07;44177.39;200448.41
19827;Jaime Martinez;Lieutenant, Fire Suppression;135902.92;27255.75;2779.85;45824.57;215773.83
19888;Wesley Rich;Lieutenant, Fire Suppression;134667.47;27027.37;3015.12;45687.93;223107.69
20190;Michelle Ibarra;Lieutenant, Fire Suppression;134667.47;29317.93;3526.73;48490.09;262193.13
204;Christopher Clark;Lieutenant, Fire Suppression;135778.38;29168.37;2976.1;47742.06;230964.99
20469;Paul Rowe;Lieutenant, Fire Suppression;134537.75;28364.47;3123.95;47025.11;237215.25
20699;Angel Koch;Lieutenant, Fire Suppression;134667.45;30815.22;2778.37;49239.02;221807.9
21078;Stephanie Dickerson;Lieutenant, Fire Suppression;135903;28923.74;3317.01;48029.72;243208.02
21330;Glen Phillips;Lieutenant, Fire Suppression;135902.97;29186.66;604.87;45580.5;290671.54
21437;Amanda Dixon DVM;Lieutenant, Fire Suppression;131802.66;28913.85;2901.62;47128.08;218539.78
21553;Erin Brooks;Lieutenant, Fire Suppression;135902.94;29039.5;3083.03;47911.5;232409.87
21613;Thomas Cunningham;Lieutenant, Fire Suppression;134667.49;28644.69;3050.37;47340.49;227980.33
21684;Renee Cobb;Lieutenant, Fire Suppression;142669.57;30259.26;3329.74;48373.21;240251
21818;Michele Le;Lieutenant, Fire Suppression;134667.45;27633.84;3306.23;46585.5;241129.65
21869;Christopher Cole;Lieutenant, Fire Suppression;134380.76;28960.48;3442.34;48014.94;250685.12
21969;Thomas Reese;Lieutenant, Fire Suppression;135902.94;29294.53;3268.97;48352.47;247210.94
22116;Austin Jones;Lieutenant, Fire Suppression;135903.02;28890.88;3884.79;48564.64;283510.09
22176;Mikayla Parrish;Lieutenant, Fire Suppression;155064.48;31941.78;3215.5;49271.65;238478.54
22540;David Jennings;Lieutenant, Fire Suppression;134667.46;28612.94;2462.02;46720.39;198042.06
2257;Aaron Wood;Lieutenant, Fire Suppression;132103.85;27296.84;4185.67;46830.1;293106.34
22678;Bryan Stanley;Lieutenant, Fire Suppression;134667.44;27358.9;2475.55;45479.88;194244.27
23533;Melanie Hall;Lieutenant, Fire Suppression;134667.52;28644.72;3156.92;47447.07;249460.32
23586;Heather Snyder;Lieutenant, Fire Suppression;136440.38;29049.95;2739.39;47578.31;221324.31
