employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
46891,Morgan Davis,Deputy Court Clerk III,93727.51,18515.25,7842.07,39275.56,133651.07
47263,Devon Miller,Deputy Court Clerk III,93727.5,18515.25,7735.96,39169.45,134691.91
47286,Michael West,Deputy Court Clerk III,93727.51,18558.22,7860.16,39336.62,133939.65
48987,Anna Edwards,Deputy Court Clerk III,93727.55,18388.01,7678.13,38984.38,133858.89
49998,Jack Scott,Deputy Court Clerk III,26235.5,4807.64,3592.82,11701.79,56283.71
51108,Bruce Rubio,Deputy Court Clerk III,93418.61,18331.76,7425.79,38630.94,133196.51
52104,Nicole Gonzalez,Deputy Court Clerk III,49050.19,10059.12,4071.98,22195.67,71245.86
52781,Kristen Jones,Deputy Court Clerk III,93727.5,18515.25,7842.07,39275.56,133651.06
53279,Anthony Campbell,Deputy Court Clerk III,93686.32,18476.83,7825.83,39214.93,133386.28
53330,Melissa Fuller,Deputy Court Clerk III,93727.51,18388.01,7790.56,39096.81,132824.32
5401,Jamie Dougherty,Deputy Court Clerk III,93727.52,18388.01,7790.56,39096.81,132824.33
54289,Natalie Mahoney,Deputy Court Clerk III,93727.5,18388.01,7847.82,39154.07,134028.53
54790,Mary Jimenez,Deputy Court Clerk III,93727.5,18515.25,7842.07,39275.56,133651.06
54869,Michelle Brown,Deputy Court Clerk III,93727.54,18388.01,7702.61,39008.86,134878.4
55566,Russell Kim,Deputy Court Clerk III,71125.28,13998.42,5637.1,29323.01,102081.16
56139,Andrea Gordon,Deputy Court Clerk III,49630.01,9450.63,4603.77,20752.75,76772.32
56389,William Gibson,Deputy Court Clerk III,93727.52,18388.01,7651.43,38957.68,132685.2
56780,Laura Smith,Deputy Court Clerk III,93727.5,18515.25,7842.07,39275.56,133651.06
5681,Tina Caldwell,Deputy Court Clerk III,93727.5,18515.25,7842.07,39275.56,133651.06
593,Darius Leonard,Deputy Court Clerk III,91136.78,17835.66,7527.38,37916.28,130200.02
7647,Reginald Bailey,Deputy Court Clerk III,93727.5,18388.01,7719.01,39025.26,132752.76
8650,Steven Wright,Deputy Court Clerk III,93727.5,18388.01,7746.53,39052.78,133353.76
8863,Michael Cisneros,Deputy Court Clerk III,93727.5,18515.25,7842.07,39275.56,133651.06
9022,Andrew Owens,Deputy Court Clerk III,92873.68,18358.64,7773.7,38926.6,132442.06
9224,Olivia Gardner DDS,Deputy Court Clerk III,93727.5,18515.25,7754.12,39187.61,135705.11
9245,Karen Velazquez,Deputy Court Clerk III,84277.89,16781.95,7085.36,35413.41,120270.48
969,Felicia English,Deputy Court Clerk III,93727.52,18515.27,7842.08,39275.59,133651.11
9817,David Foster,Deputy Court Clerk III,93727.51,18388.01,7790.56,39096.81,132824.32
50680,Stephanie Ramirez,Court Paralegal,80205.1,9739.06,6788.04,29445.34,111210.44
50898,Kathryn Morgan,Court Paralegal,81086.31,16240.39,6864.45,35975.24,118641.55
56194,Kenneth Mcdaniel,Court Paralegal,22006.15,4051.02,1828.71,8639.81,30885.96
1876,Jodi Hill,Building Services Technician,83778.51,16453.49,7384.5,36756.23,120534.74
47182,Matthew Hayden,Building Services Technician,93727.5,18515.25,7899.34,39332.83,134855.29
27626,Peter Potts DDS,Fiscal Technician,69215.43,13503.6,5774.12,30464.87,100241.48
46732,Tiffany Smith,Fiscal Technician,78617.98,15426.66,6536.15,34717.43,113335.41
49053,Alec Sanchez,Fiscal Technician,79570.53,15729.83,6559.66,35207.73,115426.26
5087,Shawn Wilcox,Fiscal Technician,79570.53,15602.47,6611.88,35132.59,114703.12
55759,Ashley Rivera,Fiscal Technician,79570.58,15729.83,6720.67,35368.74,116734.28
9751,Kathy Jenkins,Fiscal Technician,79570.56,15602.47,6573.76,35094.47,115811.99
19233,Lisa Hayden,Senior Fiscal Technician,88485.88,17411.38,7341.8,36913.37,125756.25
21024,Jessica Nguyen,Senior Fiscal Technician,93727.58,18515.26,7684.3,39117.8,134640.34
23002,Charles Arnold,Senior Fiscal Technician,93727.51,18515.26,7842.07,39275.57,133651.08
30537,David Cobb,Senior Fiscal Technician,91630.64,18076.91,7674.18,38372.28,130636.02
54031,Brent Lopez,Senior Fiscal Technician,93727.53,18388.01,7790.56,39096.81,132824.34
56835,Kimberly Willis,Senior Fiscal Technician,11737.5,2148.32,1580.91,4925.36,24893.23
5837,Jenna Smith,Senior Fiscal Technician,93727.54,18515.28,7646.1,39079.62,133455.16
27294,Angelica Russell MD,Training Technician,91710.1,18127.49,7475.2,38416.21,132911.06
49710,Austin Petersen,Court Administrative Secretary,90736.53,17926.29,7505.11,38349.64,131876.17
51172,David Adams,Court Administrative Secretary,90736.53,17926.29,7593.07,38437.6,129822.13
10159,Patricia Conway,Superior Court Judge,5605.34,0,82.19,7450.37,13088.51
11423,Richard Juarez,Superior Court Judge,9281.58,0,157.33,12357.89,21639.47
11672,Alex Smith,Superior Court Judge,9827.56,0,192.37,192.37,13459.37
11773,Luis Stevens,Superior Court Judge,9827.56,0,0,12918.24,23086.36
11799,Robert Lee,Superior Court Judge,9827.56,0,327.73,13245.97,35847.77
1230,Dr. Cindy Johnson,Superior Court Judge,9827.56,0,206.82,206.82,14470.3
12802,Rachel Anderson,Superior Court Judge,9827.56,0,329.82,13248.06,35994.18
14245,Julie Stanton,Superior Court Judge,9827.56,0,225.84,225.84,15801.28
14652,Brittany Lee,Superior Court Judge,9827.56,0,142.5,13060.74,22888.3
15797,Bradley Humphrey,Superior Court Judge,9827.56,0,225.84,225.84,15801.28
1779,Kristie Garcia,Superior Court Judge,9827.56,0,232.58,13150.82,29190.9
18592,Teresa Carrillo,Superior Court Judge,9827.56,0,142.5,13060.74,22888.3
1954,Michael Hurst,Superior Court Judge,9827.56,0,0,12918.24,22745.8
26135,Daniel Villanueva,Superior Court Judge,9827.56,0,204.72,204.72,14323.48
2621,Christian Bates,Superior Court Judge,9827.56,0,142.5,13060.74,22888.3
27660,Matthew Smith,Superior Court Judge,9827.56,0,171.08,171.08,11969.64
28132,Steven Spears,Superior Court Judge,9827.56,0,207,207,14483.2
28283,Todd Stark,Superior Court Judge,9827.56,0,389.12,389.12,27224.76
2846,Tammy Mcdaniel,Superior Court Judge,5496.15,0,83.15,7307.79,12803.94
28686,Sharon Butler,Superior Court Judge,9827.56,0,389.12,389.12,27224.76
29045,Dominique Ruiz,Superior Court Judge,9445.83,0,183.99,183.99,11108.07
29918,Shirley Dean,Superior Court Judge,9827.56,0,204.72,204.72,14323.48
32383,Michelle Hawkins,Superior Court Judge,9827.56,0,389.12,389.12,27224.76
32537,Alicia May,Superior Court Judge,9827.56,0,0,12918.24,22994.2
35243,Ryan Davis,Superior Court Judge,9827.56,0,327.73,327.73,22929.53
36084,Joseph Burns,Superior Court Judge,9827.56,0,190.09,190.09,13299.65
38760,Jeffrey Elliott,Superior Court Judge,9827.56,0,142.5,13060.74,22888.3
38787,Roger Ortega,Superior Court Judge,1455.94,0,41.95,41.95,2934.86
39138,Jason Delgado,Superior Court Judge,5496.15,0,80.84,80.84,5655.71
40157,Crystal Stevenson,Superior Court Judge,9827.56,0,174.7,13092.94,25141.1
40182,Stacy Morris,Superior Court Judge,9827.56,0,322.79,13241.03,35502.27
40188,Eric Medina,Superior Court Judge,9827.56,0,159.46,159.46,11156.78
41955,Erika Kline,Superior Court Judge,9827.56,0,0,12918.24,25961.44
4254,David Jones,Superior Court Judge,9827.56,0,205.87,205.87,14403.47
4273,David Allen,Superior Court Judge,9827.56,0,385.75,385.75,26989.07
43839,Cynthia Wolf,Superior Court Judge,9827.56,0,235.06,235.06,16446.02
46872,Christopher Scott,Superior Court Judge,9827.56,0,232.58,13150.82,29190.9
47045,Grace Ruiz,Superior Court Judge,9827.56,0,385.75,13303.99,39907.31
47300,John Heath,Superior Court Judge,9827.56,0,142.5,13060.74,22888.3
48180,Erin Romero,Superior Court Judge,9827.56,0,385.75,13303.99,39907.31
49712,Laurie Jackson,Superior Court Judge,9827.56,0,225.84,13144.08,28719.52
53213,Desiree Phelps,Superior Court Judge,9827.56,0,195.64,13113.88,26606
55262,Adriana Mack,Superior Court Judge,9827.56,0,327.73,327.73,22929.53
56434,Jeffrey Rodriguez,Superior Court Judge,9827.56,0,232.13,232.13,16240.77
56481,Jonathan Knapp,Superior Court Judge,9827.56,0,163.31,163.31,11425.83
56676,Catherine Summers,Superior Court Judge,9827.56,0,0,12918.24,22745.8
56954,Lori Drake,Superior Court Judge,2147.52,0,47.27,47.27,3306.95
5715,Susan Howard,Superior Court Judge,9827.56,0,0,12918.24,25093.96
7263,Grace Martin,Superior Court Judge,9827.56,0,232.58,232.58,16272.66
8852,Brandon Lopez,Superior Court Judge,9827.56,0,327.73,13245.97,35847.77
888,Keith Collins,Superior Court Judge,9827.56,0,385.75,13303.99,39907.31
18717,Amy Morgan,Chf Victim/Witness Invstgtor,116068.51,22417.57,17877.82,40295.39,157323.9
26095,Brian Macias,IS Administrator 3,61559.53,11112.31,5065.53,23833.09,85392.62
8332,Joshua Barnes,IS Engineer-Senior,130038.01,24912.05,9699.59,47529.88,177567.89
26095,Preston Juarez,IT Operations Support Admin IV,42691,9101.73,3518.76,17883.48,60574.48
1134,Sherri Stout,Accountant II,79340.94,15600.54,6288.41,34807.19,114148.13
